Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone,Longitude,Latitude
Bombus humilis,Carduus carlinoides,27/8/1889,Trumouse,Survey1889,2000,2000,2000-2200,0.109302,42.731387
Bombus monticola,Thymus serpyllum,27/8/1889,Trumouse,Survey1889,2100,2100,2000-2200,0.115911,42.724547
Bombus hortorum,Cirsium glabrum,18/8/1889,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",Survey1889,1800,1800,1800-2000,-0.02741,42.712744
Bombus terrestris complex,Carduus defloratus,18/8/1889,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",Survey1889,1800,1800,1800-2000,-0.02741,42.712744
Bombus mesomelas,Carduus carlinoides,18/8/1889,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",Survey1889,1800,1800,1800-2000,-0.02741,42.712744
Bombus mesomelas,Carduus carlinoides,18/8/1889,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",Survey1889,1900,1900,1800-2000,-0.02741,42.712744
Bombus hortorum,Cirsium eriophorum,24/8/1889,tussen Gedre en Gavarnie,Survey1889,1200,1200,1200-1400,0.008022,42.774775
Bombus hortorum,Cirsium acaule,24/8/1889,tussen Gedre en Gavarnie,Survey1889,1200,1200,1200-1400,0.008022,42.774775
Bombus sichelii,Carduus carlinoides,15/8/1889,weg naar de Br�che de Roland (Gavarnie),Survey1889,2000,2000,2000-2200,-0.036181,42.70804
Bombus hortorum,Galeopsis ladanum,26/8/1889,,Survey1889,1000,1000,1000-1200,#N/A,#N/A
Bombus lapidarius,Lotus corniculatus,8/8/1889,,Survey1889,1100,1100,1000-1200,#N/A,#N/A
