Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone,Longitude,Latitude
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P097,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus soroeensis,Mentha longifolia,14/8/2005,P098,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus sichelii,Mentha longifolia,14/8/2005,P099,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus terrestris complex,Angelica sylvestris,14/8/2005,P100,Survey2005-06,1493,1493,1400-1600,0.080166667,42.75344444
Bombus wurflenii,Centaurea scabiosa,14/8/2005,P101,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus pyrenaeus,Centaurea scabiosa,14/8/2005,P101,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus wurflenii,Centaurea scabiosa,14/8/2005,P101,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus lapidarius,Centaurea scabiosa,14/8/2005,P102,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P102,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus mesomelas,Centaurea scabiosa,14/8/2005,P102,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus soroeensis,Centaurea scabiosa,14/8/2005,P102,Survey2005-06,1491,1491,1400-1600,0.077805556,42.75380556
Bombus sylvarum,Succisa pratensis,14/8/2005,P103,Survey2005-06,1495,1495,1400-1600,0.078388889,42.75363889
Bombus soroeensis,Succisa pratensis,14/8/2005,P103,Survey2005-06,1495,1495,1400-1600,0.078388889,42.75363889
Bombus pascuorum,Succisa pratensis,14/8/2005,P104,Survey2005-06,1495,1495,1400-1600,0.078333333,42.75361111
Bombus pascuorum,Succisa pratensis,14/8/2005,P104,Survey2005-06,1495,1495,1400-1600,0.078333333,42.75361111
Bombus bohemicus,Centaurea scabiosa,14/8/2005,P105,Survey2005-06,1491,1491,1400-1600,0.078194444,42.75363889
Bombus terrestris complex,Succisa pratensis,16/8/2005,P109,Survey2005-06,1625,1625,1600-1800,0.051666667,42.75308333
Bombus mesomelas,Succisa pratensis,16/8/2005,P109,Survey2005-06,1625,1625,1600-1800,0.051666667,42.75308333
Bombus soroeensis,Succisa pratensis,16/8/2005,P109,Survey2005-06,1625,1625,1600-1800,0.051666667,42.75308333
Bombus soroeensis,Succisa pratensis,16/8/2005,P110,Survey2005-06,1625,1625,1600-1800,0.051666667,42.75308333
Bombus pascuorum,Centaurea nigra,16/8/2005,P113,Survey2005-06,1616,1616,1600-1800,0.051638889,42.75302778
Bombus mesomelas,Centaurea nigra,16/8/2005,P113x,Survey2005-06,1616,1616,1600-1800,0.051638889,42.75302778
Bombus wurflenii,Centaurea nigra,16/8/2005,P116,Survey2005-06,1619,1619,1600-1800,0.051666667,42.753
Bombus humilis,Centaurea nigra,16/8/2005,P116,Survey2005-06,1619,1619,1600-1800,0.051666667,42.753
Bombus mesomelas,Centaurea nigra,16/8/2005,P116,Survey2005-06,1619,1619,1600-1800,0.051666667,42.753
Bombus soroeensis,Centaurea nigra,16/8/2005,P116,Survey2005-06,1619,1619,1600-1800,0.051666667,42.753
Bombus lapidarius,Centaurea nigra,16/8/2005,P119,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75313889
Bombus pascuorum,Centaurea nigra,16/8/2005,P119,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75313889
Bombus mesomelas,Centaurea nigra,16/8/2005,P119,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75313889
Bombus soroeensis,Centaurea nigra,16/8/2005,P119,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75313889
Bombus soroeensis,Centaurea nigra,16/8/2005,P119,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75313889
Bombus lapidarius,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus lapidarius,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus sichelii,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus mesomelas,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus soroeensis,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus soroeensis,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus soroeensis,Centaurea nigra,16/8/2005,P120,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus lapidarius,Centaurea nigra,16/8/2005,P120x,Survey2005-06,1594,1594,1400-1600,0.053638889,42.75330556
Bombus sichelii,Calluna vulgaris,16/8/2005,P121,Survey2005-06,1594,1594,1400-1600,0.053888889,42.753
Bombus terrestris complex,Calluna vulgaris,16/8/2005,P121,Survey2005-06,1594,1594,1400-1600,0.053888889,42.753
Bombus soroeensis,Calluna vulgaris,16/8/2005,P121,Survey2005-06,1594,1594,1400-1600,0.053888889,42.753
Bombus bohemicus,Scabiosa columbaria,16/8/2005,P123,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus pascuorum,Scabiosa columbaria,16/8/2005,P123,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus bohemicus,Eupatorium cannabinum,16/8/2005,P124,Survey2005-06,1271,1271,1200-1400,0.043694444,42.77161111
Bombus bohemicus,Eupatorium cannabinum,16/8/2005,P124,Survey2005-06,1271,1271,1200-1400,0.043694444,42.77161111
Bombus sylvestris,Eupatorium cannabinum,16/8/2005,P124,Survey2005-06,1271,1271,1200-1400,0.043694444,42.77161111
Bombus quadricolor,Eupatorium cannabinum,16/8/2005,P124,Survey2005-06,1271,1271,1200-1400,0.043694444,42.77161111
Bombus terrestris complex,Eupatorium cannabinum,16/8/2005,P124,Survey2005-06,1271,1271,1200-1400,0.043694444,42.77161111
Bombus terrestris complex,Hypericum perforatum,16/8/2005,P128,Survey2005-06,1244,1244,1200-1400,0.044222222,42.77127778
Bombus soroeensis,Hypericum perforatum,16/8/2005,P128,Survey2005-06,1244,1244,1200-1400,0.044222222,42.77127778
Bombus bohemicus,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus bohemicus,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus bohemicus,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus bohemicus,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus quadricolor,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus pascuorum,Scabiosa columbaria,16/8/2005,P131,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus quadricolor,Scabiosa columbaria,16/8/2005,P131x,Survey2005-06,1363,1363,1200-1400,0.056694444,42.75925
Bombus humilis,Centaurea nigra,19/8/2005,P132,Survey2005-06,1144,1144,1000-1200,0.008638889,42.77213889
Bombus pascuorum,Centaurea nigra,19/8/2005,P132,Survey2005-06,1144,1144,1000-1200,0.008638889,42.77213889
Bombus soroeensis,Centaurea nigra,19/8/2005,P132,Survey2005-06,1144,1144,1000-1200,0.008638889,42.77213889
Bombus soroeensis,Cirsium vulgare,19/8/2005,P133,Survey2005-06,1144,1144,1000-1200,0.008638889,42.77213889
Bombus pascuorum,Centaurea nigra,19/8/2005,P137x,Survey2005-06,1150,1150,1000-1200,0.008444444,42.77202778
Bombus pascuorum,Centaurea nigra,19/8/2005,P140,Survey2005-06,1155,1155,1000-1200,0.009055556,42.77205556
Bombus soroeensis,Centaurea nigra,19/8/2005,P140,Survey2005-06,1155,1155,1000-1200,0.009055556,42.77205556
Bombus lapidarius,Crepis sp.,19/8/2005,P141,Survey2005-06,1194,1194,1000-1200,0.005305556,42.76538889
Bombus bohemicus,Crepis sp.,19/8/2005,P142,Survey2005-06,1194,1194,1000-1200,0.005277778,42.76527778
Bombus soroeensis,Crepis sp.,19/8/2005,P142,Survey2005-06,1194,1194,1000-1200,0.005277778,42.76527778
Bombus soroeensis,Crepis sp.,19/8/2005,P142,Survey2005-06,1194,1194,1000-1200,0.005277778,42.76527778
Bombus pascuorum,Verbena officinalis,19/8/2005,P143,Survey2005-06,1198,1198,1000-1200,0.004972222,42.76519444
Bombus quadricolor,Crepis sp.,19/8/2005,P144x,Survey2005-06,1198,1198,1000-1200,0.004972222,42.76519444
Bombus soroeensis,Crepis sp.,19/8/2005,P144x,Survey2005-06,1198,1198,1000-1200,0.004972222,42.76519444
Bombus soroeensis,Origanum vulgare,19/8/2005,P145,Survey2005-06,1226,1226,1200-1400,0.002916667,42.76102778
Bombus bohemicus,Origanum vulgare,19/8/2005,P145x,Survey2005-06,1226,1226,1200-1400,0.002916667,42.76102778
Bombus bohemicus,Cirsium vulgare,22/8/2005,P148,Survey2005-06,1123,1123,1000-1200,0.014138889,42.791
Bombus pascuorum,Cirsium vulgare,22/8/2005,P148x,Survey2005-06,1123,1123,1000-1200,0.014138889,42.791
Bombus hortorum,Galeopsis ladanum,22/8/2005,P151,Survey2005-06,1116,1116,1000-1200,0.014555556,42.79077778
Bombus hortorum,Galeopsis ladanum,22/8/2005,P151,Survey2005-06,1116,1116,1000-1200,0.014555556,42.79077778
Bombus terrestris complex,Galeopsis ladanum,22/8/2005,P151x,Survey2005-06,1116,1116,1000-1200,0.014555556,42.79077778
Bombus hortorum,Galeopsis ladanum,22/8/2005,P151x,Survey2005-06,1116,1116,1000-1200,0.014555556,42.79077778
Bombus hortorum,Galeopsis ladanum,22/8/2005,P151x,Survey2005-06,1116,1116,1000-1200,0.014555556,42.79077778
Bombus soroeensis,Cirsium vulgare,22/8/2005,P153x,Survey2005-06,1110,1110,1000-1200,0.014583333,42.79061111
Bombus bohemicus,Cirsium monspessulanum,22/8/2005,P156,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus lapidarius,Cirsium monspessulanum,22/8/2005,P156,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus quadricolor,Cirsium monspessulanum,22/8/2005,P156,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus pascuorum,Cirsium monspessulanum,22/8/2005,P156,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus soroeensis,Cirsium monspessulanum,22/8/2005,P156,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus bohemicus,Cirsium monspessulanum,22/8/2005,P157,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus quadricolor,Cirsium monspessulanum,22/8/2005,P157,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus quadricolor,Cirsium monspessulanum,22/8/2005,P157,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus quadricolor,Cirsium monspessulanum,22/8/2005,P157,Survey2005-06,1105,1105,1000-1200,0.019111111,42.78038889
Bombus lapidarius,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus pascuorum,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus soroeensis,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus soroeensis,Centaurea nigra,22/8/2005,P161,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus quadricolor,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus pascuorum,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus pascuorum,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus soroeensis,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus soroeensis,Centaurea nigra,22/8/2005,P162,Survey2005-06,1113,1113,1000-1200,0.019777778,42.78155556
Bombus pascuorum,Rubus fruticosus,22/8/2005,P163,Survey2005-06,1180,1180,1000-1200,0.005888889,42.76738889
Bombus pascuorum,Rubus fruticosus,22/8/2005,P163,Survey2005-06,1180,1180,1000-1200,0.005888889,42.76738889
Bombus pascuorum,Rubus fruticosus,22/8/2005,P163,Survey2005-06,1180,1180,1000-1200,0.005888889,42.76738889
Bombus bohemicus,Cirsium vulgare,22/8/2005,P164,Survey2005-06,1176,1176,1000-1200,0.003388889,42.76977778
Bombus pascuorum,Cirsium vulgare,22/8/2005,P164,Survey2005-06,1176,1176,1000-1200,0.003388889,42.76977778
Bombus pascuorum,Cirsium vulgare,22/8/2005,P164,Survey2005-06,1176,1176,1000-1200,0.003388889,42.76977778
Bombus pascuorum,Cirsium vulgare,22/8/2005,P164,Survey2005-06,1176,1176,1000-1200,0.003388889,42.76977778
Bombus bohemicus,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus quadricolor,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus bohemicus,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus humilis,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus soroeensis,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus hortorum,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus soroeensis,Cirsium vulgare,22/8/2005,P165,Survey2005-06,1179,1179,1000-1200,0.005611111,42.76730556
Bombus mesomelas,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus bohemicus,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus bohemicus,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus bohemicus,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus quadricolor,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus quadricolor,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus quadricolor,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus quadricolor,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus quadricolor,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus pascuorum,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus pascuorum,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus soroeensis,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus soroeensis,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus soroeensis,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus soroeensis,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus hortorum,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus hortorum,Cirsium vulgare,22/8/2005,P166,Survey2005-06,1176,1176,1000-1200,0.001444444,42.77241667
Bombus bohemicus,Buddleia davidii,24/8/2005,P188,Survey2005-06,1000,1000,1000-1200,0.008166667,42.81680556
Bombus soroeensis,Origanum vulgare,24/8/2005,P189,Survey2005-06,1000,1000,1000-1200,0.008111111,42.81652778
Bombus quadricolor,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus humilis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus humilis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus humilis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus humilis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus pascuorum,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus soroeensis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus soroeensis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus soroeensis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus soroeensis,Echium vulgare,24/8/2005,P190,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus pascuorum,Buddleia davidii,24/8/2005,P191,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus soroeensis,Buddleia davidii,24/8/2005,P191,Survey2005-06,1000,1000,1000-1200,0.008138889,42.81644444
Bombus wurflenii,Aconitum sp.,25/8/2005,P193,Survey2005-06,1859,1859,1800-2000,0.084222222,42.73733333
Bombus wurflenii,Aconitum sp.,25/8/2005,P194,Survey2005-06,1840,1840,1800-2000,0.083694444,42.73847222
Bombus soroeensis,Carduus carlinoides,25/8/2005,P195,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus soroeensis,Carduus carlinoides,25/8/2005,P195,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus soroeensis,Carduus carlinoides,25/8/2005,P195,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus mesomelas,Carduus carlinoides,25/8/2005,P195,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus mesomelas,Carduus carlinoides,25/8/2005,P196,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus mesomelas,Carduus carlinoides,25/8/2005,P196,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus mesomelas,Carduus carlinoides,25/8/2005,P196,Survey2005-06,1830,1830,1800-2000,0.085277778,42.73775
Bombus wurflenii,Aconitum sp.,25/8/2005,P197,Survey2005-06,1839,1839,1800-2000,0.085111111,42.73880556
Bombus mesomelas,Onopordum ,24/8/2005,P200,Survey2005-06,1743,1743,1600-1800,0.088083333,42.74286111
Bombus mesomelas,Onopordum ,24/8/2005,P200,Survey2005-06,1743,1743,1600-1800,0.088083333,42.74286111
Bombus mesomelas,Onopordum ,24/8/2005,P200,Survey2005-06,1743,1743,1600-1800,0.088083333,42.74286111
Bombus mesomelas,Onopordum ,24/8/2005,P200,Survey2005-06,1743,1743,1600-1800,0.088083333,42.74286111
Bombus mesomelas,Onopordum ,24/8/2005,P200,Survey2005-06,1743,1743,1600-1800,0.088083333,42.74286111
Bombus bohemicus,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus mesomelas,Onopordum ,24/8/2005,P201,Survey2005-06,1743,1743,1600-1800,0.088444444,42.74280556
Bombus bohemicus,Mentha longifolia,24/8/2005,P202,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus mesomelas,Aconitum sp.,25/8/2005,P203,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus hortorum,Aconitum sp.,25/8/2005,P203,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus hortorum,Aconitum sp.,25/8/2005,P203,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus hortorum,Aconitum sp.,25/8/2005,P203,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus hortorum,Aconitum sp.,25/8/2005,P203,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus quadricolor,Mentha longifolia,24/8/2005,P204,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus lapidarius,Mentha longifolia,24/8/2005,P204,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus hortorum,Mentha longifolia,24/8/2005,P204,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus bohemicus,Mentha longifolia,24/8/2005,P204,Survey2005-06,1406,1406,1400-1600,-0.017055556,42.797
Bombus wurflenii,Hypericum perforatum,25/8/2005,P206,Survey2005-06,1570,1570,1400-1600,-0.010111111,42.77261111
Bombus sichelii,Hypericum perforatum,25/8/2005,P208,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus sichelii,Hypericum perforatum,25/8/2005,P208,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus sichelii,Hypericum perforatum,25/8/2005,P208,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus sichelii,Hypericum perforatum,25/8/2005,P208,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus terrestris complex,Hypericum perforatum,25/8/2005,P208,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus mesomelas,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus terrestris complex,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus mesomelas,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus mesomelas,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus mesomelas,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus mesomelas,Cirsium vulgare,25/8/2005,P209,Survey2005-06,1568,1568,1400-1600,-0.011416667,42.77277778
Bombus soroeensis,Cirsium monspessulanum,18/8/2006,P249,Survey2005-06,1172,1172,1000-1200,0.014805556,42.78897222
Bombus soroeensis,Satureja montana,19/8/2006,P260,Survey2005-06,1144,1144,1000-1200,0.016111111,42.78786111
Bombus soroeensis,Satureja montana,19/8/2006,P261,Survey2005-06,1144,1144,1000-1200,0.016111111,42.78786111
Bombus pascuorum,Satureja montana,19/8/2006,P261,Survey2005-06,1144,1144,1000-1200,0.016111111,42.78786111
Bombus hortorum,Galeopsis ladanum,19/8/2006,P266,Survey2005-06,1123,1123,1000-1200,0.015972222,42.78941667
Bombus sichelii,Cirsium eriophorum,20/8/2006,P273,Survey2005-06,1519,1519,1400-1600,0.00375,42.77713889
Bombus soroeensis,Cirsium eriophorum,20/8/2006,P273,Survey2005-06,1519,1519,1400-1600,0.00375,42.77713889
Bombus humilis,Cirsium eriophorum,20/8/2006,P276,Survey2005-06,1520,1520,1400-1600,0.003583333,42.77730556
Bombus lapidarius,Cirsium eriophorum,20/8/2006,P276,Survey2005-06,1520,1520,1400-1600,0.003583333,42.77730556
Bombus pascuorum,Cirsium eriophorum,20/8/2006,P276,Survey2005-06,1520,1520,1400-1600,0.003583333,42.77730556
Bombus soroeensis,Centaurea nigra,20/8/2006,P277,Survey2005-06,1520,1520,1400-1600,0.003583333,42.77730556
Bombus soroeensis,Centaurea nigra,20/8/2006,P277,Survey2005-06,1520,1520,1400-1600,0.003583333,42.77730556
Bombus soroeensis,Centaurea scabiosa,20/8/2006,P280,Survey2005-06,1498,1498,1400-1600,0.005277778,42.77816667
Bombus humilis,Centaurea scabiosa,20/8/2006,P281,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus quadricolor,Centaurea scabiosa,20/8/2006,P281,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus soroeensis,Centaurea nigra,20/8/2006,P282,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus soroeensis,Centaurea nigra,20/8/2006,P282,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus soroeensis,Centaurea nigra,20/8/2006,P283,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus soroeensis,Centaurea nigra,20/8/2006,P283,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus humilis,Centaurea nigra,20/8/2006,P284,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus quadricolor,Centaurea nigra,20/8/2006,P284,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus soroeensis,Centaurea nigra,20/8/2006,P284,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus pascuorum,Centaurea nigra,20/8/2006,P284,Survey2005-06,1510,1510,1400-1600,0.0045,42.77763889
Bombus humilis,Centaurea nigra,21/8/2006,P286,Survey2005-06,1363,1363,1200-1400,0.055166667,42.75938889
Bombus pascuorum,Scabiosa columbaria,21/8/2006,P287,Survey2005-06,1363,1363,1200-1400,0.055166667,42.75938889
