Visitor,Plant,Elevation,Site,Data,Day,Month,Year,ElevationCorrect,Plant2,MinEle,MaxEle,AltZone,EleZone
Bombus mesomelas,Cirsium eriophorum,1625,P387,Biesmeijer,27,8,2006,1625,Cirsium eriophorum,1625,1625,montane,1600-1800
Bombus soroeensis,Centaurea nigra,1628,P324,Biesmeijer,22,8,2006,1628,Centaurea nigra,1628,1628,montane,1600-1800
Bombus soroeensis,Centaurea nigra,1628,P324,Biesmeijer,22,8,2006,1628,Centaurea nigra,1628,1628,montane,1600-1800
Bombus soroeensis,Cirsium arvense,1628,P325,Biesmeijer,22,8,2006,1628,Cirsium arvense,1628,1628,montane,1600-1800
Bombus mesomelas,Cirsium arvense,1628,P326,Biesmeijer,22,8,2006,1628,Cirsium arvense,1628,1628,montane,1600-1800
Bombus soroeensis,Cirsium arvense,1628,P326,Biesmeijer,22,8,2006,1628,Cirsium arvense,1628,1628,montane,1600-1800
Bombus soroeensis,Centaurea nigra,1628,P327,Biesmeijer,22,8,2006,1628,Centaurea nigra,1628,1628,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1628,P327,Biesmeijer,22,8,2006,1628,Centaurea nigra,1628,1628,montane,1600-1800
Bombus lapidarius,Centaurea nigra,1629,P010,Biesmeijer,9,8,2005,1629,Centaurea nigra,1629,1629,montane,1600-1800
Bombus mesomelas,Hypericum pulchrum,1630,P318,Biesmeijer,22,8,2006,1630,Hypericum pulchrum,1630,1630,montane,1600-1800
Bombus soroeensis,Achillea millefolium,1642,P310,Biesmeijer,22,8,2006,1642,Achillea millefolium,1642,1642,montane,1600-1800
Bombus lapidarius,Succisa pratensis,1642,P313,Biesmeijer,22,8,2006,1642,Succisa pratensis,1642,1642,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1695,P390,Biesmeijer,28,8,2006,1695,Cirsium eriophorum,1695,1695,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1695,P391,Biesmeijer,28,8,2006,1695,Cirsium eriophorum,1695,1695,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1695,P393,Biesmeijer,28,8,2006,1695,Cirsium eriophorum,1695,1695,montane,1600-1800
Bombus wurflenii,Aconitum napellus,1699,P080,Biesmeijer,13,8,2005,1699,Aconitum sp.,1699,1699,montane,1600-1800
Bombus mesomelas,Onopordum acaulon,1699,P081,Biesmeijer,13,8,2005,1699,Onopordum acaulon,1699,1699,montane,1600-1800
Bombus humilis,Onopordum acaulon,1699,P081,Biesmeijer,13,8,2005,1699,Onopordum acaulon,1699,1699,montane,1600-1800
Bombus mesomelas,Onopordum acaulon,1699,P081,Biesmeijer,13,8,2005,1699,Onopordum acaulon,1699,1699,montane,1600-1800
Bombus mesomelas,Onopordum acaulon,1699,P081,Biesmeijer,13,8,2005,1699,Onopordum acaulon,1699,1699,montane,1600-1800
Bombus sichelii,Scrophularia alpestris,1700,Cirque de Gavarnie,MacLeod,15,8,1889,1700,Scrophularia alpestris,1700,1700,montane,1600-1800
Bombus sichelii,Sideritis hyssopifolia,1700,Gavarnie,MacLeod,13,8,1889,1700,Sideritis hyssopifolia,1700,1700,montane,1600-1800
Bombus sichelii,Brunella vulgaris,1700,Gavarnie,MacLeod,13,8,1889,1700,Brunella vulgaris,1700,1700,montane,1600-1800
Bombus sichelii,Brunella vulgaris,1700,Gavarnie,MacLeod,14,8,1889,1700,Brunella vulgaris,1700,1700,montane,1600-1800
Bombus sichelii,Teucrium pyrenaicum,1700,Gavarnie,MacLeod,13,8,1889,1700,Teucrium pyrenaicum,1700,1700,montane,1600-1800
Bombus sichelii,Carduus carlinoides,1700,Gavarnie,MacLeod,14,8,1889,1700,Carduus carlinoides,1700,1700,montane,1600-1800
Bombus sichelii,Geranium cinereum,1700,Gavarnie,MacLeod,14,8,1889,1700,Geranium cinereum,1700,1700,montane,1600-1800
Bombus sichelii,Lotus corniculatus,1700,Gavarnie,MacLeod,13,8,1889,1700,Lotus corniculatus,1700,1700,montane,1600-1800
Bombus hortorum,Teucrium pyrenaicum,1700,Gavarnie,MacLeod,13,8,1889,1700,Teucrium pyrenaicum,1700,1700,montane,1600-1800
Bombus hortorum,Scutellaria alpina,1700,Port de Gavarnie,MacLeod,18,8,1889,1700,Scutellaria alpina,1700,1700,montane,1600-1800
Bombus lapidarius,Carduus carlinoides,1700,Port de Gavarnie,MacLeod,18,8,1889,1700,Carduus carlinoides,1700,1700,montane,1600-1800
Bombus monticola,Sideritis hyssopifolia,1700,Gavarnie,MacLeod,13,8,1889,1700,Sideritis hyssopifolia,1700,1700,montane,1600-1800
Bombus wurflenii,Rhinanthus minor,1700,Gavarnie,MacLeod,14,8,1889,1700,Rhinanthus minor,1700,1700,montane,1600-1800
Bombus wurflenii,Sideritis hyssopifolia,1700,Gavarnie,MacLeod,13,8,1889,1700,Sideritis hyssopifolia,1700,1700,montane,1600-1800
Bombus wurflenii,Sideritis hyssopifolia,1700,Gavarnie,MacLeod,14,8,1889,1700,Sideritis hyssopifolia,1700,1700,montane,1600-1800
Bombus wurflenii,Phyteuma orbiculare,1700,Gavarnie,MacLeod,14,8,1889,1700,Phyteuma orbiculare,1700,1700,montane,1600-1800
Bombus wurflenii,Lotus corniculatus,1700,Gavarnie,MacLeod,14,8,1889,1700,Lotus corniculatus,1700,1700,montane,1600-1800
Bombus mendax,Teucrium pyrenaicum,1700,Gavarnie,MacLeod,13,8,1889,1700,Teucrium pyrenaicum,1700,1700,montane,1600-1800
Bombus pratorum,Knautia arvensis,1700,Gavarnie,MacLeod,13,8,1889,1700,Knautia arvensis,1700,1700,montane,1600-1800
Bombus soroeensis,Scrophularia alpestris,1700,Cirque de Gavarnie,MacLeod,15,8,1889,1700,Scrophularia alpestris,1700,1700,montane,1600-1800
Bombus terrestris complex,Sideritis hyssopifolia,1700,Gavarnie,MacLeod,13,8,1889,1700,Sideritis hyssopifolia,1700,1700,montane,1600-1800
Bombus terrestris complex,Knautia arvensis,1700,Gavarnie,MacLeod,13,8,1889,1700,Knautia arvensis,1700,1700,montane,1600-1800
Bombus terrestris complex,scabiosa columbaria,1700,Gavarnie,MacLeod,13,8,1889,1700,Scabiosa columbaria,1700,1700,montane,1600-1800
Bombus terrestris complex,Carduus medius,1700,Port de Gavarnie,MacLeod,18,8,1889,1700,Carduus defloratus,1700,1700,montane,1600-1800
Bombus terrestris complex,Campanula rotundifolia,1700,Gavarnie,MacLeod,13,8,1889,1700,Campanula rotundifolia,1700,1700,montane,1600-1800
Bombus terrestris complex,Campanula rotundifolia,1700,Gavarnie,MacLeod,14,8,1889,1700,Campanula rotundifolia,1700,1700,montane,1600-1800
Bombus humilis,Knautia arvensis,1700,Gavarnie,MacLeod,13,8,1889,1700,Knautia arvensis,1700,1700,montane,1600-1800
Bombus humilis,Aconitum napellus,1707,P072,Biesmeijer,13,8,2005,1707,Aconitum sp.,1707,1707,montane,1600-1800
Bombus mesomelas,Aconitum napellus,1707,P072,Biesmeijer,13,8,2005,1707,Aconitum sp.,1707,1707,montane,1600-1800
Bombus mesomelas,Carduus carlinifolius,1707,P073,Biesmeijer,13,8,2005,1707,Carduus defloratus,1707,1707,montane,1600-1800
Bombus sichelii,Carduus medius,1713,P344,Biesmeijer,23,8,2006,1713,Carduus defloratus,1713,1713,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1713,P346,Biesmeijer,23,8,2006,1713,Cirsium eriophorum,1713,1713,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1713,P347,Biesmeijer,23,8,2006,1713,Cirsium eriophorum,1713,1713,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1713,P347,Biesmeijer,23,8,2006,1713,Cirsium eriophorum,1713,1713,montane,1600-1800
Bombus mesomelas,Aconitum ,1716,P353,Biesmeijer,23,8,2006,1716,Aconitum sp.,1716,1716,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P200,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P200,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P200,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P200,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P200,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus bohemicus,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Onopordum ,1743,P201,Biesmeijer,24,8,2005,1743,Onopordum ,1743,1743,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1744,P343,Biesmeijer,23,8,2006,1744,Cirsium eriophorum,1744,1744,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1744,P343,Biesmeijer,23,8,2006,1744,Cirsium eriophorum,1744,1744,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P380,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P380,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus lapidarius,Cirsium eriophorum,1747,P381,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P381,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P382,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P382,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P383,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P383,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P383,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus mesomelas,Cirsium eriophorum,1747,P383,Biesmeijer,27,8,2006,1747,Cirsium eriophorum,1747,1747,montane,1600-1800
Bombus sichelii,Carduus medius,1800,Port de Gavarnie,MacLeod,18,8,1889,1800,Carduus defloratus,1800,1800,sub-alpine,1800-2000
Bombus hortorum,Cirsium glabrum,1800,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",MacLeod,18,8,1889,1800,Cirsium glabrum,1800,1800,sub-alpine,1800-2000
Bombus terrestris complex,Carduus medius,1800,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",MacLeod,18,8,1889,1800,Carduus defloratus,1800,1800,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinifolius,1830,P061,Biesmeijer,12,8,2005,1830,Carduus defloratus,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinifolius,1830,P061,Biesmeijer,12,8,2005,1830,Carduus defloratus,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinifolius,1830,P061,Biesmeijer,12,8,2005,1830,Carduus defloratus,1830,1830,sub-alpine,1800-2000
Bombus soroeensis,Carduus carlinoides,1830,P195,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus soroeensis,Carduus carlinoides,1830,P195,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus soroeensis,Carduus carlinoides,1830,P195,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinoides,1830,P195,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinoides,1830,P196,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinoides,1830,P196,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus mesomelas,Carduus carlinoides,1830,P196,Biesmeijer,25,8,2005,1830,Carduus carlinoides,1830,1830,sub-alpine,1800-2000
Bombus sichelii,Aconitum napellus,1833,P060,Biesmeijer,12,8,2005,1833,Aconitum sp.,1833,1833,sub-alpine,1800-2000
Bombus wurflenii,Aconitum napellus,1833,P060,Biesmeijer,12,8,2005,1833,Aconitum sp.,1833,1833,sub-alpine,1800-2000
Bombus wurflenii,Aconitum napellus,1833,P060,Biesmeijer,12,8,2005,1833,Aconitum sp.,1833,1833,sub-alpine,1800-2000
Bombus wurflenii,Aconitum napellus,1833,P060,Biesmeijer,12,8,2005,1833,Aconitum sp.,1833,1833,sub-alpine,1800-2000
Bombus wurflenii,Aconitum compactum,1839,P197,Biesmeijer,25,8,2005,1839,Aconitum sp.,1839,1839,sub-alpine,1800-2000
Bombus wurflenii,Aconitum compactum,1840,P194,Biesmeijer,25,8,2005,1840,Aconitum sp.,1840,1840,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P367,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus sylvarum,Carduus medius,1843,P367,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P367,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus soroeensis,Carduus medius,1843,P367,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P367,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus ruderarius,Carduus medius,1843,P368,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P368,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P368,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1843,P369,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus wurflenii,Aconitum ,1843,P369,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1843,P369,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1843,P369,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P370,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus lapidarius,Carduus medius,1843,P370,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus sichelii,Carduus medius,1843,P371,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus soroeensis,Carduus medius,1843,P372,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus lapidarius,Carduus medius,1843,P372,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P372,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P372,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus soroeensis,Carduus medius,1843,P372,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus wurflenii,Aconitum ,1843,P373,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1843,P373,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus wurflenii,Aconitum ,1843,P374,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus pyrenaeus,Aconitum ,1843,P374,Biesmeijer,27,8,2006,1843,Aconitum sp.,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P375,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P375,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus soroeensis,Carduus medius,1843,P375,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus soroeensis,Carduus medius,1843,P375,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1843,P376,Biesmeijer,27,8,2006,1843,Carduus defloratus,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1843,P377,Biesmeijer,27,8,2006,1843,Cirsium eriophorum,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1843,P377,Biesmeijer,27,8,2006,1843,Cirsium eriophorum,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1843,P377,Biesmeijer,27,8,2006,1843,Cirsium eriophorum,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1843,P378,Biesmeijer,27,8,2006,1843,Cirsium eriophorum,1843,1843,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1843,P378,Biesmeijer,27,8,2006,1843,Cirsium eriophorum,1843,1843,sub-alpine,1800-2000
Bombus hortorum,Aconitum napellus,1853,P055,Biesmeijer,12,8,2005,1853,Aconitum sp.,1853,1853,sub-alpine,1800-2000
Bombus wurflenii,Aconitum compactum,1859,P193,Biesmeijer,25,8,2005,1859,Aconitum sp.,1859,1859,sub-alpine,1800-2000
Bombus soroeensis,Cirsium eriophorum,1883,P336,Biesmeijer,23,8,2006,1883,Cirsium eriophorum,1883,1883,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1883,P336,Biesmeijer,23,8,2006,1883,Cirsium eriophorum,1883,1883,sub-alpine,1800-2000
Bombus mesomelas,Cirsium eriophorum,1883,P337,Biesmeijer,23,8,2006,1883,Cirsium eriophorum,1883,1883,sub-alpine,1800-2000
Bombus soroeensis,Cirsium eriophorum,1883,P337,Biesmeijer,23,8,2006,1883,Cirsium eriophorum,1883,1883,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1883,P340,Biesmeijer,23,8,2006,1883,Aconitum sp.,1883,1883,sub-alpine,1800-2000
Bombus pyrenaeus,Aconitum ,1883,P341,Biesmeijer,23,8,2006,1883,Aconitum sp.,1883,1883,sub-alpine,1800-2000
Bombus mesomelas,Aconitum ,1883,P341,Biesmeijer,23,8,2006,1883,Aconitum sp.,1883,1883,sub-alpine,1800-2000
Bombus mesomelas,Carduus medius,1883,P342,Biesmeijer,23,8,2006,1883,Carduus defloratus,1883,1883,sub-alpine,1800-2000
Bombus sichelii,Carduus medius,1883,P342,Biesmeijer,23,8,2006,1883,Carduus defloratus,1883,1883,sub-alpine,1800-2000
Bombus gerstaeckeri,Aconitum napellus,1900,cirque de Trumouse,MacLeod,27,8,1889,1900,Aconitum sp.,1900,1900,sub-alpine,1800-2000
Bombus terrestris complex,Carduus carlinoides,1900,Port de Gavarnie,MacLeod,18,8,1889,1900,Carduus carlinoides,1900,1900,sub-alpine,1800-2000
Bombus sichelii,Galeopsis tetrahit,2000,cirque de Trumouse,MacLeod,27,8,1889,2000,Galeopsis tetrahit,2000,2000,sub-alpine,2000-2200
Bombus sichelii,Carduus carlinoides,2000,weg naar de Brêche de Roland (Gavarnie),MacLeod,15,8,1889,2000,Carduus carlinoides,2000,2000,sub-alpine,2000-2200
Bombus sichelii,Carduus carlinoides,2000,Trumouse,MacLeod,27,8,1889,2000,Carduus carlinoides,2000,2000,sub-alpine,2000-2200
Bombus monticola,Carduus medius,2000,Trumouse,MacLeod,27,8,1889,2000,Carduus defloratus,2000,2000,sub-alpine,2000-2200
Bombus monticola,Trifolium repens,2000,Trumouse,MacLeod,27,8,1889,2000,Trifolium repens,2000,2000,sub-alpine,2000-2200
Bombus mesomelas,Cirsium eriophorum,2000,Trumouse,MacLeod,27,8,1889,2000,Cirsium eriophorum,2000,2000,sub-alpine,2000-2200
Bombus mesomelas,Carduus carlinoides,2000,Trumouse,MacLeod,27,8,1889,2000,Carduus carlinoides,2000,2000,sub-alpine,2000-2200
Bombus ruderarius,Trifolium pratense,2000,Cirque de Trumouse,MacLeod,27,8,1889,2000,Trifolium pratense,2000,2000,sub-alpine,2000-2200
Bombus terrestris complex,Carduus carlinoides,2000,cirque de Trumouse,MacLeod,27,8,1889,2000,Carduus carlinoides,2000,2000,sub-alpine,2000-2200
Bombus humilis,Carduus carlinoides,2000,Trumouse,MacLeod,27,8,1889,2000,Carduus carlinoides,2000,2000,sub-alpine,2000-2200
Bombus monticola,Thymus serpyllum,2100,Trumouse,MacLeod,27,8,1889,2100,Thymus serpyllum,2100,2100,sub-alpine,2000-2200
Bombus mesomelas,Carduus medius,2111,P335,Biesmeijer,23,8,2006,2111,Carduus defloratus,2111,2111,sub-alpine,2000-2200
Bombus mesomelas,Carduus carlinoides,2215,P332,Biesmeijer,23,8,2006,2215,Carduus carlinoides,2215,2215,sub-alpine,2000-2200
Bombus mesomelas,Carduus carlinoides,2215,P333,Biesmeijer,23,8,2006,2215,Carduus carlinoides,2215,2215,sub-alpine,2000-2200
Bombus pascuorum,Lathyrus pyrenaicus?,1000-1100,Gedre,MacLeod,9,8,1889,1000-1100,Lathyrus pyrenaicus?,1000,1000,montane,1000-1200
Bombus pascuorum,Lathyrus pyrenaicus?,1000-1100,Gedre,MacLeod,9,8,1889,1000-1100,Lathyrus pyrenaicus?,1100,1100,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Teucrium scorodonia,1000,1000,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Teucrium scorodonia,1100,1100,montane,1000-1200
Bombus lapidarius,Centaurea nigra,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Centaurea nigra,1000,1000,montane,1000-1200
Bombus lapidarius,Centaurea nigra,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Centaurea nigra,1100,1100,montane,1000-1200
Bombus lapidarius,Centaurea nigra,1000-1100,Gedre,MacLeod,25,8,1889,1000-1100,Centaurea nigra,1000,1000,montane,1000-1200
Bombus lapidarius,Centaurea nigra,1000-1100,Gedre,MacLeod,25,8,1889,1000-1100,Centaurea nigra,1100,1100,montane,1000-1200
Bombus terrestris complex,scabiosa columbaria,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Scabiosa columbaria,1000,1000,montane,1000-1200
Bombus terrestris complex,scabiosa columbaria,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Scabiosa columbaria,1100,1100,montane,1000-1200
Bombus humilis,Satureia montana,1000-1100,Gedre,MacLeod,26,8,1889,1000-1100,Satureja montana,1000,1000,montane,1000-1200
Bombus humilis,Satureia montana,1000-1100,Gedre,MacLeod,26,8,1889,1000-1100,Satureja montana,1100,1100,montane,1000-1200
Bombus humilis,Centaurea nigra,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Centaurea nigra,1000,1000,montane,1000-1200
Bombus humilis,Centaurea nigra,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Centaurea nigra,1100,1100,montane,1000-1200
Bombus humilis,Centaurea nigra,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Centaurea nigra,1000,1000,montane,1000-1200
Bombus humilis,Centaurea nigra,1000-1100,Gedre,MacLeod,8,8,1889,1000-1100,Centaurea nigra,1100,1100,montane,1000-1200
Bombus quadricolor,Centaurea nigra,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Centaurea nigra,1000,1000,montane,1000-1200
Bombus quadricolor,Centaurea nigra,1000-1100,Gedre,MacLeod,5,8,1889,1000-1100,Centaurea nigra,1100,1100,montane,1000-1200
Bombus pascuorum,Lathyrus pyrenaicus?,1000-1101,Gedre,MacLeod,29,8,1889,1000-1101,Lathyrus pyrenaicus?,1000,1000,montane,1000-1200
Bombus pascuorum,Lathyrus pyrenaicus?,1000-1101,Gedre,MacLeod,29,8,1889,1000-1101,Lathyrus pyrenaicus?,1100,1100,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1101,Gedre,MacLeod,11,8,1889,1000-1101,Teucrium scorodonia,1000,1000,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1101,Gedre,MacLeod,11,8,1889,1000-1101,Teucrium scorodonia,1100,1100,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1102,Gedre,MacLeod,26,8,1889,1000-1102,Teucrium scorodonia,1000,1000,montane,1000-1200
Bombus pascuorum,Teucrium scorodonia,1000-1102,Gedre,MacLeod,26,8,1889,1000-1102,Teucrium scorodonia,1100,1100,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,5,8,1889,1000,Campanula rapunculoides,1000,1000,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,5,8,1889,1100,Campanula rapunculoides,1100,1100,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,5,8,1889,1200,Campanula rapunculoides,1200,1200,montane,1200-1400
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,8,8,1889,1000,Campanula rapunculoides,1000,1200,montane,1200-1400
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,8,8,1889,1100,Campanula rapunculoides,1000,1000,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,8,8,1889,1200,Campanula rapunculoides,1100,1100,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,9,8,1889,1000,Campanula rapunculoides,1200,1200,montane,1200-1400
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,9,8,1889,1100,Campanula rapunculoides,1100,1100,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,9,8,1889,1200,Campanula rapunculoides,1200,1200,montane,1200-1400
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,10,8,1889,1000,Campanula rapunculoides,1000,1000,montane,1000-1200
Bombus terrestris complex,Campanula rapunculoides,1000-1200,Gedre,MacLeod,10,8,1889,1100,Campanula rapunculoides,1100,1100,montane,1000-1200
