Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone
Syrphus type ,Cirsium arvense,22/08/2006,P325,Survey2005-06,1628,1628,1600-1800
Syrphus type ,Cirsium arvense,22/08/2006,P326,Survey2005-06,1628,1628,1600-1800
 ,Cirsium arvense,22/08/2006,P325,Survey2005-06,1628,1628,1600-1800
Hesperia comma,Centaurea nigra,09/08/2005,P010,Survey2005-06,1629,1629,1600-1800
Hesperia comma,Centaurea nigra,09/08/2005,P011,Survey2005-06,1629,1629,1600-1800
Halictus ,Centaurea nigra,09/08/2005,P010,Survey2005-06,1629,1629,1600-1800
Anthidium ,Centaurea nigra,09/08/2005,P010,Survey2005-06,1629,1629,1600-1800
Bombus lapidarius,Centaurea nigra,09/08/2005,P010,Survey2005-06,1629,1629,1600-1800
Vollucella zonaria,Centaurea nigra,09/08/2005,P011,Survey2005-06,1629,1629,1600-1800
Anthidium ,Centaurea nigra,09/08/2005,P011,Survey2005-06,1629,1629,1600-1800
Stelis ,Centaurea nigra,09/08/2005,P011,Survey2005-06,1629,1629,1600-1800
Apis ,Mentha longifolia,22/08/2006,P308,Survey2005-06,1642,1642,1600-1800
Apis ,Mentha longifolia,22/08/2006,P314,Survey2005-06,1642,1642,1600-1800
Colletes ,Mentha longifolia,22/08/2006,P308,Survey2005-06,1642,1642,1600-1800
Eristalis ,Mentha longifolia,22/08/2006,P308,Survey2005-06,1642,1642,1600-1800
Eristalis tenax,Mentha longifolia,22/08/2006,P308,Survey2005-06,1642,1642,1600-1800
Eristalis ,Mentha longifolia,22/08/2006,P308,Survey2005-06,1642,1642,1600-1800
Eristalis sp,Mentha longifolia,22/08/2006,P314,Survey2005-06,1642,1642,1600-1800
Eristalis tenax,Mentha longifolia,22/08/2006,P314,Survey2005-06,1642,1642,1600-1800
Eristalis sp,Mentha longifolia,22/08/2006,P314,Survey2005-06,1642,1642,1600-1800
Chrysotoxum ,Parnassia palustris,22/08/2006,P311,Survey2005-06,1642,1642,1600-1800
Episyrphus ,Parnassia palustris,22/08/2006,P311,Survey2005-06,1642,1642,1600-1800
Eristalis ,Parnassia palustris,22/08/2006,P311,Survey2005-06,1642,1642,1600-1800
 ,Carduus defloratus,28/08/2006,P392,Survey2005-06,1695,1695,1600-1800
 ,Carduus defloratus,28/08/2006,P394,Survey2005-06,1695,1695,1600-1800
 ,Carduus defloratus,28/08/2006,P395,Survey2005-06,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,28/08/2006,P390,Survey2005-06,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,28/08/2006,P391,Survey2005-06,1695,1695,1600-1800
Bombus mesomelas,Cirsium eriophorum,28/08/2006,P393,Survey2005-06,1695,1695,1600-1800
 ,Merendera bulbocodium,28/08/2006,P396,Survey2005-06,1695,1695,1600-1800
Bombus wurflenii,Aconitum sp.,13/08/2005,P080,Survey2005-06,1699,1699,1600-1800
Bombus sichelii,Carduus carlinoides,14/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus lapidarius,Carduus carlinoides,18/08/1889,Port de Gavarnie,Survey1889,1700,1700,1600-1800
Bombus terrestris complex,Carduus defloratus,18/08/1889,Port de Gavarnie,Survey1889,1700,1700,1600-1800
Lasiommata maera,Carduus defloratus,13/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Colias phicomone,Leontodon Autumnalis?,14/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Erebia epiphron,Leontodon Autumnalis?,14/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Lasiommata maera,Leontodon Autumnalis?,14/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus terrestris complex,Scabiosa columbaria,13/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Erebia tyndarus,Scabiosa columbaria,13/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus hortorum,Aconitum sp.,13/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus wurflenii,Aconitum sp.,13/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus wurflenii,Aconitum sp.,16/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus hortorum,Aconitum sp.,16/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus hortorum,Aconitum sp.,17/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus sichelii,Carduus defloratus,13/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus sichelii,Carduus defloratus,16/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus mesomelas,Carduus defloratus,13/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus mesomelas,Carduus defloratus,17/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus mesomelas,Carduus defloratus,23/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus terrestris complex,Carduus defloratus,13/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus terrestris complex,Carduus defloratus,14/08/1891,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus terrestris complex,Carduus defloratus,16/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Sphaerophorium sp.,Mentha longifolia,13/08/2005,P079,Survey2005-06,1702,1702,1600-1800
Eristalis similis,Mentha longifolia,13/08/2005,P079,Survey2005-06,1702,1702,1600-1800
Eristalis tenax,Mentha longifolia,13/08/2005,P079,Survey2005-06,1702,1702,1600-1800
Eristalis sp.,Mentha longifolia,13/08/2005,P079,Survey2005-06,1702,1702,1600-1800
 ,Aconitum sp.,13/08/2005,P072,Survey2005-06,1707,1707,1600-1800
Bombus humilis,Aconitum sp.,13/08/2005,P072,Survey2005-06,1707,1707,1600-1800
Bombus mesomelas,Aconitum sp.,13/08/2005,P072,Survey2005-06,1707,1707,1600-1800
Anthophora ,Carduus defloratus,13/08/2005,P073,Survey2005-06,1707,1707,1600-1800
Bombus mesomelas,Carduus defloratus,13/08/2005,P073,Survey2005-06,1707,1707,1600-1800
Bombus sichelii,Carduus defloratus,23/08/2006,P344,Survey2005-06,1713,1713,1600-1800
Bombus ,Carduus defloratus,23/08/2006,P344,Survey2005-06,1713,1713,1600-1800
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P346,Survey2005-06,1713,1713,1600-1800
Bombus ,Cirsium eriophorum,23/08/2006,P346,Survey2005-06,1713,1713,1600-1800
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P347,Survey2005-06,1713,1713,1600-1800
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P347,Survey2005-06,1713,1713,1600-1800
Bombus ,Cirsium eriophorum,23/08/2006,P347,Survey2005-06,1713,1713,1600-1800
Bombus mesomelas,Aconitum sp.,23/08/2006,P353,Survey2005-06,1716,1716,1600-1800
 ,Aconitum sp.,23/08/2006,P352,Survey2005-06,1716,1716,1600-1800
Cheilosia ,Mentha longifolia,23/08/2006,P354,Survey2005-06,1716,1716,1600-1800
Cheilosia ,Mentha longifolia,23/08/2006,P355,Survey2005-06,1716,1716,1600-1800
Eristalis ,Mentha longifolia,23/08/2006,P354,Survey2005-06,1716,1716,1600-1800
Eristalis tenax,Mentha longifolia,23/08/2006,P354,Survey2005-06,1716,1716,1600-1800
Eristalis tenax,Mentha longifolia,23/08/2006,P355,Survey2005-06,1716,1716,1600-1800
Lasioglossum ,Mentha longifolia,23/08/2006,P354,Survey2005-06,1716,1716,1600-1800
Sphaerophoria ,Mentha longifolia,23/08/2006,P354,Survey2005-06,1716,1716,1600-1800
Bombus sp.,Aconitum sp.,13/08/2005,P078,Survey2005-06,1718,1718,1600-1800
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P343,Survey2005-06,1744,1744,1600-1800
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P343,Survey2005-06,1744,1744,1600-1800
Bombus ,Cirsium eriophorum,23/08/2006,P343,Survey2005-06,1744,1744,1600-1800
Bombus sp,Cirsium eriophorum,23/08/2006,P343,Survey2005-06,1744,1744,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P380,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P380,Survey2005-06,1747,1747,1600-1800
Bombus ,Cirsium eriophorum,27/08/2006,P380,Survey2005-06,1747,1747,1600-1800
Bombus sp,Cirsium eriophorum,27/08/2006,P381,Survey2005-06,1747,1747,1600-1800
Bombus lapidarius,Cirsium eriophorum,27/08/2006,P381,Survey2005-06,1747,1747,1600-1800
Bombus sp.,Cirsium eriophorum,27/08/2006,P381,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P381,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P382,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P382,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P383,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P383,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P383,Survey2005-06,1747,1747,1600-1800
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P383,Survey2005-06,1747,1747,1600-1800
Macroglossa stellatarum,Cirsium eriophorum,27/08/2006,P382,Survey2005-06,1747,1747,1600-1800
Macroglossa stellatarum,Cirsium eriophorum,27/08/2006,P383,Survey2005-06,1747,1747,1600-1800
Scaeva ,Cirsium eriophorum,27/08/2006,P380,Survey2005-06,1747,1747,1600-1800
Eristalis tenax,Mentha longifolia,25/08/2005,P198,Survey2005-06,1762,1762,1600-1800
Eristalis tenax,Mentha longifolia,25/08/2005,P199,Survey2005-06,1763,1763,1600-1800
 ,Mentha longifolia,25/08/2005,P199,Survey2005-06,1763,1763,1600-1800
Hylaeus ,Mentha longifolia,25/08/2005,P199,Survey2005-06,1763,1763,1600-1800
Bombus sichelii,Carduus defloratus,18/08/1889,Port de Gavarnie,Survey1889,1800,1800,1800-2000
Bombus terrestris complex,Carduus defloratus,18/08/1889,"tussen Boucharol en den Port de Gavarnie, op de zuidelijke helling der pyreneeen",Survey1889,1800,1800,1800-2000
Bombus mesomelas,Carduus carlinoides,18/08/1889,"tussen Boucharol en den Port de Gavarnie, op de spaanse helling der pyreneeen",Survey1889,1800,1800,1800-2000
Ochlodes sylvanus,Carduus carlinoides,25/08/2005,P195x,Survey2005-06,1830,1830,1800-2000
Bombus sp.,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus sp.,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus soroeensis,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus soroeensis,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus soroeensis,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus carlinoides,25/08/2005,P195,Survey2005-06,1830,1830,1800-2000
Bombus sp.,Carduus carlinoides,25/08/2005,P196,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus carlinoides,25/08/2005,P196,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus carlinoides,25/08/2005,P196,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus carlinoides,25/08/2005,P196,Survey2005-06,1830,1830,1800-2000
Cheilosia ,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Lasioglossum ,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Bombus ,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Bombus mesomelas,Carduus defloratus,12/08/2005,P061,Survey2005-06,1830,1830,1800-2000
Bombus sichelii,Aconitum sp.,12/08/2005,P060,Survey2005-06,1833,1833,1800-2000
Bombus wurflenii,Aconitum sp.,12/08/2005,P060,Survey2005-06,1833,1833,1800-2000
Bombus wurflenii,Aconitum sp.,12/08/2005,P060,Survey2005-06,1833,1833,1800-2000
Bombus ,Aconitum sp.,12/08/2005,P060,Survey2005-06,1833,1833,1800-2000
Bombus wurflenii,Aconitum sp.,12/08/2005,P060,Survey2005-06,1833,1833,1800-2000
Bombus sp.,Aconitum sp.,25/08/2005,P197,Survey2005-06,1839,1839,1800-2000
Bombus sp.,Aconitum sp.,25/08/2005,P197,Survey2005-06,1839,1839,1800-2000
Bombus wurflenii,Aconitum sp.,25/08/2005,P197,Survey2005-06,1839,1839,1800-2000
Bombus wurflenii,Aconitum sp.,25/08/2005,P194,Survey2005-06,1840,1840,1800-2000
Bombus sp.,Aconitum sp.,25/08/2005,P194x,Survey2005-06,1840,1840,1800-2000
Bombus mesomelas,Aconitum sp.,27/08/2006,P369,Survey2005-06,1843,1843,1800-2000
Bombus sp.,Aconitum sp.,27/08/2006,P369,Survey2005-06,1843,1843,1800-2000
Bombus wurflenii,Aconitum sp.,27/08/2006,P369,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Aconitum sp.,27/08/2006,P369,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Aconitum sp.,27/08/2006,P369,Survey2005-06,1843,1843,1800-2000
Bombus wurflenii,Aconitum sp.,27/08/2006,P373,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Aconitum sp.,27/08/2006,P373,Survey2005-06,1843,1843,1800-2000
Bombus wurflenii,Aconitum sp.,27/08/2006,P374,Survey2005-06,1843,1843,1800-2000
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P374,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P367,Survey2005-06,1843,1843,1800-2000
Bombus sylvarum,Carduus defloratus,27/08/2006,P367,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P367,Survey2005-06,1843,1843,1800-2000
Bombus soroeensis,Carduus defloratus,27/08/2006,P367,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P367,Survey2005-06,1843,1843,1800-2000
Bombus ruderarius,Carduus defloratus,27/08/2006,P368,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P368,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P368,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P370,Survey2005-06,1843,1843,1800-2000
Bombus lapidarius,Carduus defloratus,27/08/2006,P370,Survey2005-06,1843,1843,1800-2000
Bombus sichelii,Carduus defloratus,27/08/2006,P371,Survey2005-06,1843,1843,1800-2000
Bombus soroeensis,Carduus defloratus,27/08/2006,P372,Survey2005-06,1843,1843,1800-2000
Bombus lapidarius,Carduus defloratus,27/08/2006,P372,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P372,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P372,Survey2005-06,1843,1843,1800-2000
Bombus soroeensis,Carduus defloratus,27/08/2006,P372,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P375,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P375,Survey2005-06,1843,1843,1800-2000
Bombus soroeensis,Carduus defloratus,27/08/2006,P375,Survey2005-06,1843,1843,1800-2000
Bombus soroeensis,Carduus defloratus,27/08/2006,P375,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Carduus defloratus,27/08/2006,P376,Survey2005-06,1843,1843,1800-2000
Scaeva ,Carduus defloratus,27/08/2006,P371,Survey2005-06,1843,1843,1800-2000
 ,Carduus defloratus,27/08/2006,P371,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P377,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P377,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P377,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P378,Survey2005-06,1843,1843,1800-2000
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P378,Survey2005-06,1843,1843,1800-2000
Macroglossa stellatarum,Cirsium eriophorum,27/08/2006,P378,Survey2005-06,1843,1843,1800-2000
Bombus ,Aconitum sp.,12/08/2005,P055,Survey2005-06,1853,1853,1800-2000
Bombus hortorum,Aconitum sp.,12/08/2005,P055,Survey2005-06,1853,1853,1800-2000
Platycheirus manicatus,Parnassia palustris,12/08/2005,P058,Survey2005-06,1854,1854,1800-2000
Bombus wurflenii,Aconitum sp.,25/08/2005,P193,Survey2005-06,1859,1859,1800-2000
Bombus ,Aconitum sp.,23/08/2006,P340,Survey2005-06,1883,1883,1800-2000
Bombus mesomelas,Aconitum sp.,23/08/2006,P340,Survey2005-06,1883,1883,1800-2000
Bombus pyrenaeus,Aconitum sp.,23/08/2006,P341,Survey2005-06,1883,1883,1800-2000
Bombus mesomelas,Aconitum sp.,23/08/2006,P341,Survey2005-06,1883,1883,1800-2000
Bombus mesomelas,Carduus defloratus,23/08/2006,P342,Survey2005-06,1883,1883,1800-2000
Bombus sichelii,Carduus defloratus,23/08/2006,P342,Survey2005-06,1883,1883,1800-2000
Bombus soroeensis,Cirsium eriophorum,23/08/2006,P336,Survey2005-06,1883,1883,1800-2000
Bombus sp.,Cirsium eriophorum,23/08/2006,P336,Survey2005-06,1883,1883,1800-2000
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P336,Survey2005-06,1883,1883,1800-2000
Bombus mesomelas,Cirsium eriophorum,23/08/2006,P337,Survey2005-06,1883,1883,1800-2000
Bombus ,Cirsium eriophorum,23/08/2006,P337,Survey2005-06,1883,1883,1800-2000
Bombus soroeensis,Cirsium eriophorum,23/08/2006,P337,Survey2005-06,1883,1883,1800-2000
Bombus gerstaeckeri,Aconitum sp.,27/08/1889,cirque de Trumouse,Survey1889,1900,1900,1800-2000
Bombus terrestris complex,Carduus carlinoides,18/08/1889,Port de Gavarnie,Survey1889,1900,1900,1800-2000
Bombus mesomelas,Carduus carlinoides,18/08/1889,"tussen Boucharol en den Port de Gavarnie, op de spaanse helling der pyreneeen",Survey1889,1900,1900,1800-2000
 ,Aconitum sp.,27/08/2006,P364,Survey2005-06,2000,2000,2000-2200
 ,Aconitum sp.,27/08/2006,P365,Survey2005-06,2000,2000,2000-2200
 ,Aconitum sp.,27/08/2006,P366,Survey2005-06,2000,2000,2000-2200
Bombus sichelii,Carduus carlinoides,15/08/1889,weg naar de Br�che de Roland (Gavarnie),Survey1889,2000,2000,2000-2200
Bombus sichelii,Carduus carlinoides,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Bombus mesomelas,Carduus carlinoides,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Bombus terrestris complex,Carduus carlinoides,27/08/1889,cirque de Trumouse,Survey1889,2000,2000,2000-2200
Bombus humilis,Carduus carlinoides,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Macroglossa stellatarum,Carduus carlinoides,27/08/1889,cirque de Trumouse,Survey1889,2000,2000,2000-2200
Pontia callidice,Carduus carlinoides,27/08/1889,cirque de Trumouse,Survey1889,2000,2000,2000-2200
Bombus monticola,Carduus defloratus,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Chersotis ocellina,Carduus defloratus,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Bombus mesomelas,Cirsium eriophorum,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Coenonympha pamphilus,Leontodon Autumnalis?,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Boloria pales,Taraxacum officinale,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Erebia tyndarus,Taraxacum officinale,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Pontia callidice,Taraxacum officinale,27/08/1889,Trumouse,Survey1889,2000,2000,2000-2200
Bombus mesomelas,Carduus defloratus,23/08/2006,P335,Survey2005-06,2111,2111,2000-2200
Bombus mesomelas,Carduus carlinoides,23/08/2006,P332,Survey2005-06,2215,2215,2000-2200
Bombus mesomelas,Carduus carlinoides,23/08/2006,P333,Survey2005-06,2215,2215,2000-2200
 ,Carduus carlinoides,23/08/2006,P330,Survey2005-06,2215,2215,2000-2200
Eristalis tenax,Taraxacum officinale,23/08/2006,P334,Survey2005-06,2215,2215,2000-2200
Lasioglossum ,Taraxacum officinale,23/08/2006,P334,Survey2005-06,2215,2215,2000-2200
Lasioglossum ,Taraxacum officinale,23/08/2006,P334,Survey2005-06,2215,2215,2000-2200
Erebia tyndarus,Carduus defloratus,14/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Erebia tyndarus,Carduus defloratus,16/08/1889,Gavarnie,Survey1889,1700,1700,1600-1800
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P356,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P356,Survey2005-06,2150,2150,2000-2200
Bombus sichelii,Aconitum sp.,27/08/2006,P356,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P356,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P357,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P357,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P357,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P358,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P358,Survey2005-06,2150,2150,2000-2200
Bombus sichelii,Aconitum sp.,27/08/2006,P358,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P358,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P358,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P361,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P361,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P361,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P361,Survey2005-06,2150,2150,2000-2200
Bombus wurflenii,Aconitum sp.,27/08/2006,P361,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus gerstaeckeri,Aconitum sp.,27/08/2006,P362,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P363,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Aconitum sp.,27/08/2006,P363,Survey2005-06,2150,2150,2000-2200
Bombus pyrenaeus,Aconitum sp.,27/08/2006,P363,Survey2005-06,2150,2150,2000-2200
Colias croceus,Aconitum sp.,27/08/2006,P359,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
Bombus soroeensis,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
Bombus mesomelas,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
Bombus ruderarius,Cirsium eriophorum,27/08/2006,P360,Survey2005-06,2150,2150,2000-2200
