Visitor,Plant,Date,Site,Data,MinEle,MaxEle,EleZone
Halictus ,Crepis sp.,16/08/2005,P126,Survey2005-06,1285,1285,1200-1400
Hesperia comma,Crepis sp.,12/08/2005,P062,Survey2005-06,1289,1289,1200-1400
Hesperia comma,Crepis sp.,12/08/2005,P063,Survey2005-06,1289,1289,1200-1400
Thymelicus sylvestris,Crepis sp.,12/08/2005,P062,Survey2005-06,1289,1289,1200-1400
Osmia/Hoplitis ,Crepis sp.,12/08/2005,P062,Survey2005-06,1289,1289,1200-1400
Halictus ,Crepis sp.,12/08/2005,P063,Survey2005-06,1289,1289,1200-1400
Syrphus vitripennis,Crepis sp.,12/08/2005,P063,Survey2005-06,1289,1289,1200-1400
Bombus mesomelas,Carduus defloratus,6/08/1889,Gedre,Survey1889,1300,1300,1200-1400
Bombus quadricolor,Carduus defloratus,6/08/1889,Gedre,Survey1889,1300,1300,1200-1400
Apis ,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Bombus humilis,Centaurea nigra,21/08/2006,P286,Survey2005-06,1363,1363,1200-1400
Bombus ,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Bombus lapidarius,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Bombus lapidarius,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Bombus hortorum,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Bombus soroeensis,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Episyrphus ,Centaurea nigra,21/08/2006,P286,Survey2005-06,1363,1363,1200-1400
plathycherium sp,Centaurea nigra,21/08/2006,P286,Survey2005-06,1363,1363,1200-1400
Sphaerophoria ,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Volucella type? ,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
 ,Centaurea nigra,21/08/2006,P288,Survey2005-06,1363,1363,1200-1400
Argynnis aglaja,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lycaena virgaureae,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Lycaena virgaureae,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Pyrgus alveus,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Zygaena sp.,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Eristalis jugorum,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Bombus bohemicus,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Bombus pascuorum,Scabiosa columbaria,16/08/2005,P123,Survey2005-06,1363,1363,1200-1400
Lasioglossum ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lasioglossum ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus sp.,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus sp.,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Apis ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lasioglossum sp.,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lasioglossum ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lasioglossum ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Lasioglossum ,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus bohemicus,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus bohemicus,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus bohemicus,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus bohemicus,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus quadricolor,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus pascuorum,Scabiosa columbaria,16/08/2005,P131,Survey2005-06,1363,1363,1200-1400
Bombus quadricolor,Scabiosa columbaria,16/08/2005,P131x,Survey2005-06,1363,1363,1200-1400
Bombus pascuorum,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
Bombus pascuorum,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
Bombus soroeensis,Scabiosa columbaria,21/08/2006,P291,Survey2005-06,1363,1363,1200-1400
Bombus soroeensis,Scabiosa columbaria,21/08/2006,P291,Survey2005-06,1363,1363,1200-1400
Eristalis sp,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
Eristalis ,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
Eristalis tenax,Scabiosa columbaria,21/08/2006,P291,Survey2005-06,1363,1363,1200-1400
Issoria lathonia,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
 ,Scabiosa columbaria,21/08/2006,P287,Survey2005-06,1363,1363,1200-1400
 ,Scabiosa columbaria,21/08/2006,P291,Survey2005-06,1363,1363,1200-1400
Bombus terrestris complex,Carduus defloratus,10/08/1889,Saugue,Survey1889,1400,1400,1400-1600
Aporia crataegi,Carduus defloratus,10/08/1889,Gedre,Survey1889,1400,1400,1400-1600
Platycheirus occultus,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus sp.,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus sp.,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus mesomelas,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus hortorum,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus hortorum,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus hortorum,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Bombus hortorum,Aconitum sp.,25/08/2005,P203,Survey2005-06,1406,1406,1400-1600
Lycaena virgaureae,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Polyommatus coridon,Mentha longifolia,24/08/2005,P204x,Survey2005-06,1406,1406,1400-1600
 ,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
 ,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Eristalis similis,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Chrysotoxum festivum,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Hylaeus ,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Hylaeus ,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Hylaeus ,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Bombus bohemicus,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Apis ,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Eristalis sp.,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Eristalis tenax,Mentha longifolia,24/08/2005,P202,Survey2005-06,1406,1406,1400-1600
Lasioglossum ,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Lasioglossum ,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Cheilosia ,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Bombus quadricolor,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Bombus lapidarius,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Bombus sp.,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Eristalis sp.,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Eristalis tenax,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Bombus hortorum,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Bombus bohemicus,Mentha longifolia,24/08/2005,P204,Survey2005-06,1406,1406,1400-1600
Sericomyia sp.,Mentha longifolia,24/08/2005,P204x,Survey2005-06,1406,1406,1400-1600
Bombus pascuorum,Cirsium vulgare,28/08/2006,P405,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P405,Survey2005-06,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus pascuorum,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Bombus ,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus terrestris complex,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus ,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus pascuorum,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus soroeensis,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Bombus mesomelas,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Bombus lapidarius,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Bombus rupestris,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Eristalis ,Cirsium vulgare,28/08/2006,P405,Survey2005-06,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,28/08/2006,P405,Survey2005-06,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Macroglossa stellatarum,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
megachile ,Cirsium vulgare,28/08/2006,P413,Survey2005-06,1455,1455,1400-1600
Megachile? ,Cirsium vulgare,28/08/2006,P406,Survey2005-06,1455,1455,1400-1600
Megachile? super,Cirsium vulgare,28/08/2006,P412,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Origanum vulgare,28/08/2006,P408,Survey2005-06,1455,1455,1400-1600
Eristalis ,Origanum vulgare,28/08/2006,P408,Survey2005-06,1455,1455,1400-1600
Lasioglossum ,Origanum vulgare,28/08/2006,P408,Survey2005-06,1455,1455,1400-1600
Bombus ,Satureja montana,28/08/2006,P409,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P409,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P409,Survey2005-06,1455,1455,1400-1600
Bombus ,Satureja montana,28/08/2006,P410,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P410,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P410,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P410,Survey2005-06,1455,1455,1400-1600
Bombus ,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Bombus pascuorum,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Cheilosia ,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Lasioglossum ,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Polyommatus coridon,Satureja montana,28/08/2006,P409,Survey2005-06,1455,1455,1400-1600
Polyommatus coridon,Satureja montana,28/08/2006,P411,Survey2005-06,1455,1455,1400-1600
Apis ,Centaurea scabiosa,21/08/2006,P294,Survey2005-06,1460,1460,1400-1600
Apis ,Centaurea scabiosa,21/08/2006,P299,Survey2005-06,1460,1460,1400-1600
Bombus mesomelas,Centaurea scabiosa,21/08/2006,P294,Survey2005-06,1460,1460,1400-1600
Bombus sichelii,Centaurea scabiosa,21/08/2006,P299,Survey2005-06,1460,1460,1400-1600
Bombus sp,Centaurea scabiosa,21/08/2006,P299,Survey2005-06,1460,1460,1400-1600
Apis ,Scabiosa columbaria,21/08/2006,P293,Survey2005-06,1460,1460,1400-1600
Cheilosia sp,Scabiosa columbaria,21/08/2006,P293,Survey2005-06,1460,1460,1400-1600
Helophilus ,Scabiosa columbaria,21/08/2006,P293,Survey2005-06,1460,1460,1400-1600
Syrphid ,Merendera bulbocodium,28/08/2006,P397,Survey2005-06,1471,1471,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P398,Survey2005-06,1471,1471,1400-1600
Bombus terrestris complex,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
Bombus terrestris complex,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
Bombus soroeensis,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
Bombus humilis,Satureja montana,28/08/2006,P402,Survey2005-06,1471,1471,1400-1600
Bombus lapidarius,Satureja montana,28/08/2006,P402,Survey2005-06,1471,1471,1400-1600
Hipparchia alcyone,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
Iphiclides podalirius,Satureja montana,28/08/2006,P398,Survey2005-06,1471,1471,1400-1600
Syrphid ,Satureja montana,28/08/2006,P398,Survey2005-06,1471,1471,1400-1600
Syrphid ,Satureja montana,28/08/2006,P399,Survey2005-06,1471,1471,1400-1600
 ,Scabiosa columbaria,28/08/2006,P403,Survey2005-06,1471,1471,1400-1600
 ,Scabiosa columbaria,28/08/2006,P403,Survey2005-06,1471,1471,1400-1600
lasioglossum ,Origanum vulgare,20/08/2006,P270,Survey2005-06,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,20/08/2006,P270,Survey2005-06,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,20/08/2006,P271,Survey2005-06,1474,1474,1400-1600
lasioglossum ,Origanum vulgare,20/08/2006,P271,Survey2005-06,1474,1474,1400-1600
Polyommatus coridon,Origanum vulgare,20/08/2006,P271,Survey2005-06,1474,1474,1400-1600
Polyommatus coridon,Origanum vulgare,20/08/2006,P270,Survey2005-06,1474,1474,1400-1600
 ,Origanum vulgare,20/08/2006,P270,Survey2005-06,1474,1474,1400-1600
Hesperia comma,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Melanargia lachesis,Centaurea scabiosa,12/08/2005,P045,Survey2005-06,1485,1485,1400-1600
Melanargia lachesis,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Polyommatus coridon,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Polyommatus coridon,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Pyrgus alveus,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Thymelicus sylvestris,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Zygaena sp.,Centaurea scabiosa,12/08/2005,P045,Survey2005-06,1485,1485,1400-1600
Zygaena sp.,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Lasioglossum ,Centaurea scabiosa,12/08/2005,P045,Survey2005-06,1485,1485,1400-1600
Lasioglossum ,Centaurea scabiosa,12/08/2005,P045,Survey2005-06,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,12/08/2005,P045,Survey2005-06,1485,1485,1400-1600
Halictus ,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus pascuorum,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus humilis,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus sp.,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus soroeensis,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Bombus soroeensis,Centaurea scabiosa,12/08/2005,P054,Survey2005-06,1485,1485,1400-1600
Hesperia comma,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P090,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P090,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P090,Survey2005-06,1491,1491,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P090,Survey2005-06,1491,1491,1400-1600
Lasioglossum ,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Sphaerophorium scripta,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Sphaerophorium sp.,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Chrysotoxum festivum,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus pascuorum,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus humilis,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Chrysotoxum festivum,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Syritta pipiens,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P095,Survey2005-06,1491,1491,1400-1600
Lasioglossum ,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Eristalis sp.,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Bombus pyrenaeus,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Bombus wurflenii,Centaurea scabiosa,14/08/2005,P101,Survey2005-06,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus sp.,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus lapidarius,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P102,Survey2005-06,1491,1491,1400-1600
Bombus bohemicus,Centaurea scabiosa,14/08/2005,P105,Survey2005-06,1491,1491,1400-1600
Eristalis arbustorum,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus humilis,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus mesomelas,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Bombus soroeensis,Centaurea scabiosa,14/08/2005,P097,Survey2005-06,1493,1493,1400-1600
Vollucella sp.,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Apis ,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Hylaeus ,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Bombus sp.,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Eristalis sp.,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Bombus soroeensis,Mentha longifolia,14/08/2005,P098,Survey2005-06,1493,1493,1400-1600
Platycheirus manicatus,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Eristalis arbustorum,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Cheilosia ,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Bombus sp.,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Eristalis sp.,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Apis ,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Eristalis tenax,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Sphecodes ,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Bombus sichelii,Mentha longifolia,14/08/2005,P099,Survey2005-06,1493,1493,1400-1600
Polyommatus coridon,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Lasioglossum ,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Lasioglossum ,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Nomada ,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Hylaeus ,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Hylaeus ,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Bombus sichelii,Allium lusitanicum,12/08/2005,P053,Survey2005-06,1497,1497,1400-1600
Bombus sp.,Allium lusitanicum,12/08/2005,P053X,Survey2005-06,1497,1497,1400-1600
Bombus pascuorum,Centaurea nigra,13/08/2005,P083,Survey2005-06,1498,1498,1400-1600
Bombus sp.,Centaurea nigra,13/08/2005,P083,Survey2005-06,1498,1498,1400-1600
Bombus mesomelas,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus soroeensis,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus mesomelas,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus mesomelas,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus sp.,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus sp.,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
 ,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus soroeensis,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus terrestris complex,Centaurea nigra,13/08/2005,P084,Survey2005-06,1498,1498,1400-1600
Bombus soroeensis,Centaurea scabiosa,20/08/2006,P280,Survey2005-06,1498,1498,1400-1600
Polyommatus coridon,Centaurea scabiosa,20/08/2006,P280,Survey2005-06,1498,1498,1400-1600
Zygaena sp.,Centaurea scabiosa,20/08/2006,P280,Survey2005-06,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,14/08/2005,P091,Survey2005-06,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,14/08/2005,P091,Survey2005-06,1498,1498,1400-1600
Andrena ,Seseli libanotis,14/08/2005,P091,Survey2005-06,1498,1498,1400-1600
Bombus terrestris complex,Seseli libanotis,14/08/2005,P091,Survey2005-06,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,14/08/2005,P108,Survey2005-06,1498,1498,1400-1600
Cheilosia ,Seseli libanotis,14/08/2005,P108,Survey2005-06,1498,1498,1400-1600
Bombus sp.,Seseli libanotis,14/08/2005,P108,Survey2005-06,1498,1498,1400-1600
Andrena sp.,Seseli libanotis,14/08/2005,P108,Survey2005-06,1498,1498,1400-1600
Andrena ,Seseli libanotis,14/08/2005,P108,Survey2005-06,1498,1498,1400-1600
Eristalis arbustorum,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus soroeensis,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
Bombus pascuorum,Centaurea scabiosa,13/08/2005,P082,Survey2005-06,1500,1500,1400-1600
